17,CALDAS,17433,MANZANARES
17,CALDAS,17662,SAMAN
73,TOLIMA,73624,ROVIRA
47,MAGDALENA,47161,CERRO DE SAN ANTONIO
76,VALLE DEL CAUCA,76233,DAGUA
50,META,50270,EL DORADO
52,NARIO,52385,LA LLANADA
41,HUILA,41298,GARZN
44,LA GUAJIRA,44378,HATO NUEVO
68,SANTANDER,68152,CARCAS
52,NARIO,52565,PROVIDENCIA
05,ANTIOQUIA,05147,CAREPA
05,ANTIOQUIA,05576,PUEBLORRICO
68,SANTANDER,68895,ZAPATOCA
86,PUTUMAYO,86885,VILLAGARZN
25,CUNDINAMARCA,25307,GIRARDOT
25,CUNDINAMARCA,25506,VENECIA
52,NARIO,52352,ILES
13,BOLVAR,13673,SANTA CATALINA
08,ATLANTICO,08372,JUAN DE ACOSTA
05,ANTIOQUIA,05308,GIRARDOTA
20,CESAR,20770,SAN MARTN
76,VALLE DEL CAUCA,76736,SEVILLA
23,CRDOBA,23555,PLANETA RICA
05,ANTIOQUIA,05380,LA ESTRELLA
73,TOLIMA,73226,CUNDAY
68,SANTANDER,68229,CURIT
73,TOLIMA,73616,RIOBLANCO
17,CALDAS,17873,VILLAMARA
25,CUNDINAMARCA,25580,PUL
68,SANTANDER,68572,PUENTE NACIONAL
05,ANTIOQUIA,05172,CHIGOROD
66,RISARALDA,66001,PEREIRA
05,ANTIOQUIA,05690,SANTO DOMINGO
25,CUNDINAMARCA,25799,TENJO
52,NARIO,52473,MOSQUERA
50,META,50686,SAN JUANITO
86,PUTUMAYO,86749,SIBUNDOY
05,ANTIOQUIA,05154,CAUCASIA
47,MAGDALENA,47798,TENERIFE
66,RISARALDA,66045,APA
25,CUNDINAMARCA,25491,NOCAIMA
05,ANTIOQUIA,05021,ALEJANDRA
05,ANTIOQUIA,05483,NARIO
13,BOLVAR,13468,MOMPS
68,SANTANDER,68500,OIBA
73,TOLIMA,73043,ANZOTEGUI
05,ANTIOQUIA,05631,SABANETA
17,CALDAS,17050,ARANZAZU
54,NORTE DE SANTANDER,54743,SILOS
18,CAQUET,18753,SAN VICENTE DEL CAGUN
54,NORTE DE SANTANDER,54347,HERRN
52,NARIO,52838,TQUERRES
27,CHOC,27810,UNIN PANAMERICANA (nimas)
81,ARAUCA,81220,CRAVO NORTE
85,CASANARE,85136,LA SALINA
52,NARIO,52788,TANGUA
66,RISARALDA,66687,SANTUARIO
76,VALLE DEL CAUCA,76828,TRUJILLO
18,CAQUET,18756,SOLANO
70,SUCRE,70771,SUCRE
91,AMAZONAS,91540,PUERTO NARIO
08,ATLANTICO,08141,CANDELARIA
05,ANTIOQUIA,05665,SAN PEDRO DE URAB
05,ANTIOQUIA,05004,ABRIAQU
68,SANTANDER,68160,CEPIT
13,BOLVAR,13760,SOPLAVIENTO
15,BOYAC,15776,SUTAMARCHN
68,SANTANDER,68755,SOCORRO
19,CAUCA,19110,BUENOS AIRES
85,CASANARE,85440,VILLANUEVA
05,ANTIOQUIA,05659,SAN JUAN DE URAB
17,CALDAS,17442,MARMATO
85,CASANARE,85015,CHMEZA
73,TOLIMA,73520,PALOCABILDO
15,BOYAC,15299,GARAGOA
05,ANTIOQUIA,05036,ANGELPOLIS
41,HUILA,41791,TARQUI
73,TOLIMA,73854,VALLE DE SAN JUAN
13,BOLVAR,13670,SAN PABLO
73,TOLIMA,73504,ORTEGA
76,VALLE DEL CAUCA,76126,CALIMA (El Darin)
05,ANTIOQUIA,05579,PUERTO BERRO
50,META,50400,LEJANAS
25,CUNDINAMARCA,25736,SESQUIL
05,ANTIOQUIA,05190,CISNEROS
25,CUNDINAMARCA,25398,LA PEA
73,TOLIMA,73770,SUREZ
54,NORTE DE SANTANDER,54239,DURANIA
68,SANTANDER,68179,CHIPAT
05,ANTIOQUIA,05318,GUARNE
19,CAUCA,19290,FLORENCIA
13,BOLVAR,13222,CLEMENCIA
68,SANTANDER,68773,SUCRE
41,HUILA,41378,LA ARGENTINA
47,MAGDALENA,47745,SITIONUEVO
15,BOYAC,15368,JERIC
05,ANTIOQUIA,05790,TARAZ
25,CUNDINAMARCA,25743,SILVANIA
13,BOLVAR,13442,MARIA LA BAJA
68,SANTANDER,68573,PUERTO PARRA
05,ANTIOQUIA,05212,COPACABANA
15,BOYAC,15861,VENTAQUEMADA
05,ANTIOQUIA,05495,NECH
23,CRDOBA,23300,COTORRA
68,SANTANDER,68167,CHARAL
44,LA GUAJIRA,44001,RIOHACHA
68,SANTANDER,68190,CIMITARRA
41,HUILA,41306,GIGANTE
68,SANTANDER,68872,VILLANUEVA
17,CALDAS,17877,VITERBO
19,CAUCA,19212,CORINTO
05,ANTIOQUIA,05059,ARMENIA
19,CAUCA,19256,EL TAMBO
52,NARIO,52720,SAPUYES
76,VALLE DEL CAUCA,76606,RESTREPO
70,SUCRE,70708,SAN MARCOS
68,SANTANDER,68001,BUCARAMANGA
25,CUNDINAMARCA,25898,ZIPACN
41,HUILA,41026,ALTAMIRA
25,CUNDINAMARCA,25473,MOSQUERA
76,VALLE DEL CAUCA,76054,ARGELIA
68,SANTANDER,68266,ENCISO
41,HUILA,41020,ALGECIRAS
41,HUILA,41357,QUIRA
68,SANTANDER,68207,CONCEPCIN
99,VICHADA,99001,PUERTO CARREO
25,CUNDINAMARCA,25524,PANDI
68,SANTANDER,68705,SANTA BRBARA
25,CUNDINAMARCA,25779,SUSA
68,SANTANDER,68720,SANTA HELENA DEL OPN
05,ANTIOQUIA,05250,EL BAGRE
68,SANTANDER,68385,LANDZURI
05,ANTIOQUIA,05002,ABEJORRAL
68,SANTANDER,68547,PIEDECUESTA
25,CUNDINAMARCA,25297,GACHET
97,VAUPES,97889,YAVARAT (Cor. Departamental)
76,VALLE DEL CAUCA,76041,ANSERMANUEVO
50,META,50683,SAN JUAN DE ARAMA
19,CAUCA,19573,PUERTO TEJADA
15,BOYAC,15550,PISVA
05,ANTIOQUIA,05206,CONCEPCIN
73,TOLIMA,73461,MURILLO
15,BOYAC,15753,SOAT
68,SANTANDER,68682,SAN JOAQUN
52,NARIO,52418,LOS ANDES (Sotomayor)
15,BOYAC,15621,RONDN
68,SANTANDER,68406,LEBRIJA
15,BOYAC,15755,SOCOT
15,BOYAC,15879,VIRACACH
15,BOYAC,15362,IZA
47,MAGDALENA,47245,EL BANCO
23,CRDOBA,23678,SAN CARLOS
76,VALLE DEL CAUCA,76400,LA UNIN
05,ANTIOQUIA,05585,PUERTO NARE
54,NORTE DE SANTANDER,54385,LA ESPERANZA
25,CUNDINAMARCA,25486,NEMOCN
73,TOLIMA,73408,LRIDA
86,PUTUMAYO,86755,SAN FRANCISCO
73,TOLIMA,73563,PRADO
15,BOYAC,15232,CHQUIZA
52,NARIO,52022,ALDANA
15,BOYAC,15176,CHIQUINQUIR
20,CESAR,20060,BOSCONIA
85,CASANARE,85225,NUNCHA
15,BOYAC,15367,JENESANO
47,MAGDALENA,47720,SANTA BARBARA DE PINTO
25,CUNDINAMARCA,25339,GUTIRREZ
44,LA GUAJIRA,44279,FONSECA
47,MAGDALENA,47707,SANTA ANA
73,TOLIMA,73055,ARMERO (Guayabal)
18,CAQUET,18029,ALBANIA
54,NORTE DE SANTANDER,54125,CCOTA
66,RISARALDA,66383,LA CELIA
76,VALLE DEL CAUCA,76275,FLORIDA
19,CAUCA,19455,MIRANDA
70,SUCRE,70742,SINC
73,TOLIMA,73026,ALVARADO
15,BOYAC,15172,CHINAVITA
13,BOLVAR,13244,EL CARMEN DE BOLVAR
25,CUNDINAMARCA,25335,GUAYABETAL
91,AMAZONAS,91430,LA VICTORIA (Pacoa) (Cor. Departamental)
68,SANTANDER,68855,VALLE DE SAN JOS
08,ATLANTICO,08433,MALAMBO
66,RISARALDA,66440,MARSELLA
19,CAUCA,19780,SUREZ
05,ANTIOQUIA,05038,ANGOSTURA
52,NARIO,52210,CONTADERO
44,LA GUAJIRA,44650,SAN JUAN DEL CESAR
27,CHOC,27491,NVITA
25,CUNDINAMARCA,25754,SOACHA
15,BOYAC,15646,SAMAC
70,SUCRE,70215,COROZAL
25,CUNDINAMARCA,25781,SUTATAUSA
70,SUCRE,70233,EL ROBLE
13,BOLVAR,13744,SIMIT
05,ANTIOQUIA,05368,JERIC
44,LA GUAJIRA,44090,DIBULLA
52,NARIO,52019,ALBN (San Jos)
17,CALDAS,17777,SUPA
52,NARIO,52240,CHACHAG
15,BOYAC,15051,ARCABUCO
85,CASANARE,85410,TAURAMENA
97,VAUPES,97666,TARAIRA
50,META,50110,BARRANCA DE UPA
70,SUCRE,70702,SAN JUAN DE BETULIA
25,CUNDINAMARCA,25328,GUAYABAL DE SQUIMA
20,CESAR,20400,LA JAGUA DE IBIRICO
25,CUNDINAMARCA,25841,UBAQUE
54,NORTE DE SANTANDER,54001,CCUTA
73,TOLIMA,73275,FLANDES
20,CESAR,20310,GONZLEZ
20,CESAR,20550,PELAYA
85,CASANARE,85430,TRINIDAD
47,MAGDALENA,47205,CONCORDIA
73,TOLIMA,73870,VILLAHERMOSA
63,QUINDIO,63001,ARMENIA
15,BOYAC,15090,BERBEO
23,CRDOBA,23670,SAN ANDRS DE SOTAVENTO
15,BOYAC,15114,BUSBANZ
68,SANTANDER,68051,ARATOCA
15,BOYAC,15514,PEZ
25,CUNDINAMARCA,25488,NILO
86,PUTUMAYO,86571,PUERTO GUZMN
27,CHOC,27787,TAD
99,VICHADA,99773,CUMARIBO
17,CALDAS,17513,PCORA
52,NARIO,52835,TUMACO
15,BOYAC,15638,SCHICA
68,SANTANDER,68079,BARICHARA
54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO
05,ANTIOQUIA,05234,DABEIBA
23,CRDOBA,23466,MONTELBANO
73,TOLIMA,73168,CHAPARRAL
54,NORTE DE SANTANDER,54800,TEORAMA
81,ARAUCA,81065,ARAUQUITA
05,ANTIOQUIA,05873,VIGA DEL FUERTE
05,ANTIOQUIA,05051,ARBOLETES
13,BOLVAR,13657,SAN JUAN NEPOMUCENO
50,META,50590,PUERTO RICO
15,BOYAC,15723,SATIVASUR
76,VALLE DEL CAUCA,76863,VERSALLES
76,VALLE DEL CAUCA,76001,CALI
25,CUNDINAMARCA,25288,FQUENE
27,CHOC,27099,BOJAY (Bellavista)
54,NORTE DE SANTANDER,54820,TOLEDO
13,BOLVAR,13030,ALTOS DEL ROSARIO
25,CUNDINAMARCA,25489,NIMAIMA
70,SUCRE,70713,SAN ONOFRE
15,BOYAC,15332,GICN
05,ANTIOQUIA,05490,NECOCL
99,VICHADA,99524,LA PRIMAVERA
13,BOLVAR,13300,HATILLO DE LOBA
15,BOYAC,15087,BELN
44,LA GUAJIRA,44035,ALBANIA
23,CRDOBA,23001,MONTERA
54,NORTE DE SANTANDER,54174,CHITAG
54,NORTE DE SANTANDER,54810,TIB
17,CALDAS,17614,RIOSUCIO
15,BOYAC,15212,COPER
27,CHOC,27660,SAN JOS DEL PALMAR
15,BOYAC,15097,BOAVITA
13,BOLVAR,13490,NOROSI
17,CALDAS,17495,NORCASIA
27,CHOC,27001,QUIBD
54,NORTE DE SANTANDER,54418,LOURDES
23,CRDOBA,23162,CERET
13,BOLVAR,13140,CALAMAR
15,BOYAC,15466,MONGU
20,CESAR,20013,AGUSTN CODAZZI
70,SUCRE,70265,GUARANDA
54,NORTE DE SANTANDER,54871,VILLA CARO
85,CASANARE,85010,AGUAZUL
13,BOLVAR,13654,SAN JACINTO
05,ANTIOQUIA,05310,GMEZ PLATA
68,SANTANDER,68296,GALN
25,CUNDINAMARCA,25322,GUASCA
19,CAUCA,19450,MERCADERES
50,META,50350,LA MACARENA
68,SANTANDER,68524,PALMAS DEL SOCORRO
25,CUNDINAMARCA,25817,TOCANCIP
25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA
08,ATLANTICO,08560,PONEDERA
15,BOYAC,15204,CMBITA
15,BOYAC,15507,OTANCHE
44,LA GUAJIRA,44847,URIBIA
27,CHOC,27150,CARMEN DEL DARIN  (Curbarad)
27,CHOC,27745,SIP
05,ANTIOQUIA,05209,CONCORDIA
15,BOYAC,15673,SAN MATEO
08,ATLANTICO,08001,"BARRANQUILLA (Distrito Especial Industrial y Portuario)"
23,CRDOBA,23686,SAN PELAYO
68,SANTANDER,68370,JORDN
15,BOYAC,15533,PAYA
76,VALLE DEL CAUCA,76020,ALCAL
05,ANTIOQUIA,05440,MARINILLA
25,CUNDINAMARCA,25438,MEDINA
52,NARIO,52356,IPIALES
63,QUINDIO,63594,QUIMBAYA
25,CUNDINAMARCA,25885,YACOP
52,NARIO,52256,EL ROSARIO
17,CALDAS,17380,LA DORADA
54,NORTE DE SANTANDER,54398,LA PLAYA
41,HUILA,41319,GUADALUPE
19,CAUCA,19693,SAN SEBASTIN
25,CUNDINAMARCA,25281,FOSCA
47,MAGDALENA,47170,CHIVOLO
47,MAGDALENA,47030,ALGARROBO
91,AMAZONAS,91460,MIRIT-PARAN (Campoamor) (Cor. Departamental)
54,NORTE DE SANTANDER,54498,OCAA
27,CHOC,27135,EL CANTN DEL SAN PABLO
19,CAUCA,19130,CAJIBO
76,VALLE DEL CAUCA,76130,CANDELARIA
17,CALDAS,17524,PALESTINA
25,CUNDINAMARCA,25181,CHOACH
15,BOYAC,15761,SOMONDOCO
15,BOYAC,15325,GUAYAT
76,VALLE DEL CAUCA,76834,TULU
15,BOYAC,15763,SOTAQUIR
97,VAUPES,97161,CARUR
15,BOYAC,15778,SUTATENZA
15,BOYAC,15810,TIPACOQUE
76,VALLE DEL CAUCA,76243,EL AGUILA
19,CAUCA,19743,SILVIA
68,SANTANDER,68344,HATO
15,BOYAC,15835,TURMEQU
76,VALLE DEL CAUCA,76377,LA CUMBRE
05,ANTIOQUIA,05847,URRAO
47,MAGDALENA,47258,EL PIN
27,CHOC,27245,EL CARMEN
25,CUNDINAMARCA,25299,GAMA
13,BOLVAR,13188,CICUCO
70,SUCRE,70523,PALMITO
91,AMAZONAS,91669,SANTANDER (Araracuara) (Cor. Departamental)
47,MAGDALENA,47318,GUAMAL
08,ATLANTICO,08675,SANTA LUCA
11,SATA FE DE BOGOT D.C.,11001,BOGOT D.C.
68,SANTANDER,68468,MOLAGAVITA
81,ARAUCA,81736,SARAVENA
52,NARIO,52207,CONSAC
15,BOYAC,15224,CUCAITA
08,ATLANTICO,08573,PUERTO COLOMBIA
13,BOLVAR,13473,MORALES
94,GUAINIA,94885,LA GUADALUPE (Cor. Departamental)
25,CUNDINAMARCA,25815,TOCAIMA
50,META,50689,SAN MARTN
23,CRDOBA,23855,VALENCIA
05,ANTIOQUIA,05266,ENVIGADO
27,CHOC,27495,NUQU
44,LA GUAJIRA,44874,VILLANUEVA
73,TOLIMA,73547,PIEDRAS
47,MAGDALENA,47570,PUEBLOVIEJO
73,TOLIMA,73675,SAN ANTONIO
19,CAUCA,19418,LPEZ
17,CALDAS,17013,AGUADAS
15,BOYAC,15403,LA UVITA
05,ANTIOQUIA,05664,SAN PEDRO
15,BOYAC,15798,TENZA
15,BOYAC,15238,DUITAMA
54,NORTE DE SANTANDER,54673,SAN CAYETANO
15,BOYAC,15599,RAMIRIQU
15,BOYAC,15522,PANQUEBA
18,CAQUET,18001,FLORENCIA
18,CAQUET,18410,MONTAITA
70,SUCRE,70823,TOLUVIEJO
05,ANTIOQUIA,05313,GRANADA
54,NORTE DE SANTANDER,54518,PAMPLONA
52,NARIO,52399,LA UNIN
15,BOYAC,15293,GACHANTIV
68,SANTANDER,68780,SURAT
19,CAUCA,19473,MORALES
91,AMAZONAS,91001,LETICIA
13,BOLVAR,13780,TALAIGUA NUEVO
54,NORTE DE SANTANDER,54109,BUCARASICA
73,TOLIMA,73686,SANTA ISABEL
18,CAQUET,18247,EL DONCELLO
52,NARIO,52560,POTOS
85,CASANARE,85125,HATO COROZAL
25,CUNDINAMARCA,25649,SAN BERNARDO
25,CUNDINAMARCA,25295,GACHANCIP
41,HUILA,41206,COLOMBIA
05,ANTIOQUIA,05858,VEGACH
85,CASANARE,85263,PORE
66,RISARALDA,66572,PUEBLO RICO
50,META,50251,EL CASTILLO
68,SANTANDER,68132,CALIFORNIA
25,CUNDINAMARCA,25777,SUPAT
15,BOYAC,15276,FLORESTA
08,ATLANTICO,08558,POLONUEVO
44,LA GUAJIRA,44855,URUMITA
18,CAQUET,18094,BELN DE LOS ANDAQUES
23,CRDOBA,23182,CHIN
27,CHOC,27425,MEDIO ATRATO (Bet)
76,VALLE DEL CAUCA,76147,CARTAGO
66,RISARALDA,66170,DOSQUEBRADAS
73,TOLIMA,73622,RONCESVALLES
05,ANTIOQUIA,05501,OLAYA
15,BOYAC,15401,LA VICTORIA
23,CRDOBA,23580,PUERTO LIBERTADOR
52,NARIO,52110,BUESACO
